id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
335,3,0,0,1,0,0,1,54,1,0,0,0,137.7,0,1,2018-07-27
336,2,0,2,5,1,0,0,224,1,0,0,0,95.63,1,0,2018-09-09
337,2,0,0,1,0,0,0,154,1,0,0,0,114.3,1,1,2018-08-04
338,2,0,1,4,1,0,0,80,1,0,0,0,79.2,1,1,2018-11-07
339,1,0,1,3,0,0,1,4,1,0,0,0,92.0,0,0,2018-01-09
340,2,0,1,2,0,0,1,1,1,0,0,0,166.0,1,0,2018-08-11
341,2,0,0,2,0,0,0,317,0,0,0,0,120.0,0,1,2018-10-15
342,2,0,0,1,2,0,0,35,0,0,0,0,112.2,0,0,2017-09-18
343,2,0,1,3,0,0,0,110,1,0,0,0,86.9,1,0,2018-09-18
344,2,0,1,0,0,0,0,36,0,0,0,0,71.4,0,0,2017-10-16
345,2,0,1,5,0,0,0,349,0,0,0,0,96.67,0,1,2018-10-04
346,2,2,0,1,0,0,2,3,1,0,0,0,248.0,2,0,2018-09-22
347,2,0,2,2,0,0,0,60,0,0,0,0,75.0,0,0,2018-03-25
348,2,0,1,2,0,0,0,112,0,0,0,0,100.0,0,0,2018-06-02
349,2,0,1,3,0,0,0,206,0,0,0,0,80.75,0,1,2018-09-21
350,2,0,1,2,2,0,0,418,0,0,0,0,107.0,0,1,2018-09-16
351,2,0,1,2,0,0,0,60,0,0,0,0,65.0,1,0,2018-01-25
352,2,0,0,2,2,0,0,256,0,0,0,0,109.0,0,0,2018-06-15
353,1,0,0,3,0,0,1,11,2,0,0,0,90.0,0,0,2018-06-14
354,2,0,2,2,0,0,0,256,0,0,0,0,100.75,0,1,2018-10-15
355,2,0,0,3,0,0,0,7,0,0,0,0,144.0,0,0,2018-05-21
356,2,0,2,2,0,0,0,15,0,0,0,0,55.0,0,0,2017-12-04
357,1,0,0,1,0,0,0,3,1,1,11,4,67.22,1,0,2018-01-14
358,3,0,1,3,0,0,0,65,0,0,0,0,118.8,1,0,2018-10-10
359,2,0,3,5,0,0,0,97,1,0,0,0,105.4,2,0,2018-07-19
360,2,0,2,3,0,0,0,183,0,0,0,0,110.0,0,1,2018-09-08
361,2,0,0,4,0,0,0,15,0,0,0,0,67.0,0,0,2018-12-20
362,1,0,0,1,0,0,2,37,4,0,0,0,0.0,1,0,2017-12-02
363,1,0,0,3,0,0,0,178,1,0,0,0,90.9,2,1,2018-10-18
364,2,0,0,2,0,0,0,256,1,0,0,0,100.75,0,1,2018-10-16
365,2,0,0,1,0,0,0,109,1,0,0,0,76.5,1,0,2017-07-29
366,3,0,0,2,0,0,1,65,1,0,0,0,126.0,1,0,2018-12-01
367,2,0,1,3,1,0,0,123,1,0,0,0,118.8,1,1,2018-09-05
368,2,0,0,1,1,0,0,99,1,0,0,0,85.5,0,1,2018-06-23
369,3,0,0,2,0,0,1,53,1,0,0,0,137.7,2,0,2018-04-07
370,2,0,1,2,0,0,0,119,0,0,0,0,71.0,1,0,2018-04-04
371,2,0,0,3,0,0,0,143,0,0,0,0,100.0,0,1,2018-09-19
372,2,0,1,3,0,0,0,106,0,0,0,0,86.08,1,0,2018-07-11
373,2,0,1,5,1,0,0,134,1,0,0,0,76.58,1,0,2018-07-04
374,2,0,1,5,0,0,1,129,1,0,0,0,132.3,2,1,2018-10-10
375,2,2,0,3,0,0,3,15,1,0,0,0,221.0,3,0,2018-05-31
376,2,0,1,3,0,0,0,98,1,0,0,0,93.6,2,0,2018-12-06
377,2,0,0,1,0,0,0,52,0,0,0,0,72.76,0,0,2017-10-23
378,1,0,2,0,0,0,0,52,1,0,0,0,78.48,0,1,2018-10-11
379,2,0,1,2,0,0,0,418,0,0,0,0,75.0,0,1,2018-09-09
380,2,0,1,2,0,0,0,418,0,0,0,0,80.0,1,0,2018-09-26
381,2,0,2,3,0,0,0,171,1,0,0,0,99.45,1,1,2018-08-05
382,1,0,0,2,0,0,0,1,0,0,0,0,90.0,0,0,2018-05-17
383,2,1,1,3,0,0,0,91,0,0,0,0,117.9,0,0,2018-08-21
384,2,0,2,0,1,0,0,175,1,0,0,0,85.5,0,0,2018-07-23
385,1,0,0,2,0,0,0,13,2,1,2,6,65.0,0,0,2018-07-08
386,2,0,1,5,0,0,0,89,1,0,0,0,83.66,0,0,2018-03-25
387,1,0,0,2,0,0,0,256,0,0,0,0,90.0,0,0,2018-06-15
388,1,0,2,1,0,0,0,41,2,0,0,0,65.0,0,0,2017-12-27
389,2,2,0,3,2,0,3,44,1,0,0,0,259.2,0,1,2018-09-18
390,2,0,1,3,0,0,0,259,0,0,0,0,90.0,0,1,2018-05-05
391,3,0,2,4,0,0,1,35,1,0,0,0,159.3,1,1,2018-08-28
392,2,0,0,3,1,0,0,111,1,0,0,0,107.1,1,0,2018-08-13
393,1,0,0,2,0,0,0,192,0,0,0,0,115.0,0,0,2018-06-24
394,2,0,1,0,0,0,0,130,1,0,0,0,116.1,2,0,2018-06-18
395,2,0,2,2,0,0,0,164,0,0,0,0,97.2,0,1,2018-09-04
396,2,0,2,2,0,0,0,230,1,0,0,0,100.3,1,0,2018-05-19
397,2,0,2,1,0,0,0,69,0,0,0,0,120.0,0,1,2018-06-12
398,2,0,0,1,0,0,1,64,1,0,0,0,149.4,1,1,2018-09-15
399,2,2,0,3,0,0,3,78,1,0,0,0,177.3,2,0,2018-04-07
400,1,0,1,2,0,0,0,3,2,0,0,0,190.0,0,0,2017-09-19
401,2,0,0,4,0,0,1,177,1,0,0,0,82.45,2,1,2018-08-19
402,1,0,1,0,0,0,0,0,2,1,2,13,65.0,0,0,2018-06-19
403,2,0,0,1,0,0,1,83,1,0,0,0,132.3,2,0,2018-09-30
404,2,2,1,2,0,0,1,1,1,0,0,0,244.8,0,1,2018-04-03
405,2,0,2,1,0,0,0,162,1,0,0,0,118.8,1,1,2018-08-27
406,3,0,2,5,0,0,1,123,1,0,0,0,126.86,0,1,2018-06-10
407,3,0,0,4,0,0,1,35,1,0,0,0,150.3,0,0,2018-04-02
408,2,0,0,5,0,0,0,6,0,0,0,0,62.8,0,0,2017-11-04
409,2,0,0,3,0,0,1,217,1,0,0,0,138.13,2,0,2018-08-15
410,2,0,0,1,0,0,2,221,1,0,0,0,86.62,0,1,2018-08-12
411,2,0,1,2,0,0,0,110,1,0,0,0,114.3,1,0,2018-07-08
412,2,1,0,2,0,0,0,45,1,0,0,0,145.8,2,0,2018-06-30
413,2,0,1,0,0,0,0,4,0,0,0,0,64.0,0,0,2017-12-25
414,3,0,0,3,0,0,1,111,1,0,0,0,159.3,1,1,2018-06-02
415,3,0,1,2,0,0,0,33,1,0,0,0,150.3,1,0,2018-03-25
416,2,2,2,1,0,0,3,33,1,0,0,0,207.9,3,0,2018-09-19
417,1,0,2,1,0,0,0,4,0,0,0,0,60.0,0,1,2018-02-28
418,2,0,0,3,0,0,0,188,1,0,0,0,90.9,0,1,2018-10-28
419,2,0,0,3,0,0,0,105,1,0,0,0,110.0,0,1,2017-10-12
420,1,0,1,0,0,0,0,3,2,1,0,4,66.0,0,0,2018-01-25
421,2,0,2,4,0,0,2,292,1,0,0,0,81.82,1,0,2018-07-21
422,2,0,0,2,0,0,1,69,0,0,0,0,69.99,0,0,2017-10-22
423,2,0,0,2,1,0,0,193,1,0,0,0,94.5,1,0,2018-07-29
424,1,0,1,2,0,0,0,0,2,1,0,2,65.0,0,0,2018-12-01
425,2,0,0,3,0,0,0,48,0,0,0,0,75.0,0,0,2018-11-05
426,2,0,0,2,0,0,0,245,0,0,0,0,75.0,0,1,2018-06-04
427,2,0,0,3,0,0,0,163,0,0,0,0,120.0,0,1,2018-09-08
428,2,0,0,1,0,0,0,256,1,0,0,0,90.95,1,0,2018-08-31
429,2,0,0,2,0,0,0,107,1,0,0,0,130.0,1,0,2018-06-10
430,2,0,0,2,0,0,0,41,0,0,0,0,85.67,0,0,2018-03-13
431,2,2,2,3,0,0,3,136,1,0,0,0,172.55,0,0,2018-07-30
432,2,0,0,3,0,0,0,203,0,0,0,0,80.75,1,0,2018-09-08
433,2,0,0,1,0,0,0,217,1,0,0,0,76.5,2,1,2017-08-07
434,2,0,2,3,1,0,0,56,1,0,0,0,63.75,1,1,2018-03-13
435,2,0,0,2,0,0,0,166,1,0,0,0,118.8,0,1,2018-10-08
436,2,1,0,2,0,0,0,74,1,0,0,0,134.1,1,0,2018-07-23
437,1,0,2,0,0,0,0,5,2,1,0,3,65.0,1,0,2018-11-24
438,2,0,0,2,0,0,0,56,0,0,0,0,100.0,0,0,2018-06-08
439,3,0,1,3,0,0,0,55,1,0,0,0,150.45,0,1,2018-05-05
440,2,0,0,3,0,0,0,14,0,0,0,0,100.0,0,0,2017-10-15
441,2,0,1,2,0,0,0,80,0,0,0,0,136.0,1,0,2018-05-09
442,2,2,0,2,0,0,3,30,1,0,0,0,156.6,2,0,2017-08-23
443,2,0,2,3,0,0,0,132,0,0,0,0,72.25,0,0,2018-07-01
444,2,2,0,2,0,0,3,33,1,0,0,0,207.9,1,0,2018-10-24
445,2,0,0,2,2,0,0,1,0,0,0,0,87.0,0,0,2018-01-02
446,2,0,0,5,1,0,0,77,1,0,0,0,116.1,0,1,2018-05-04
447,2,0,2,5,0,0,0,183,1,0,0,0,72.25,0,1,2018-08-08
448,1,0,0,1,0,0,0,19,0,0,0,0,80.0,0,0,2017-10-06
449,2,0,0,4,0,0,0,63,0,0,0,0,80.75,0,0,2018-04-26
450,2,0,0,2,0,0,1,160,1,0,0,0,128.35,1,1,2018-05-27
451,2,0,0,3,0,0,0,250,1,0,0,0,95.0,0,1,2018-10-26
452,3,0,2,1,0,0,1,33,1,0,0,0,140.0,1,0,2018-02-20
453,2,0,0,3,1,0,0,186,1,0,0,0,102.6,0,1,2018-09-30
454,2,0,1,4,0,0,0,166,1,0,0,0,90.95,0,1,2018-08-04
455,1,0,1,3,0,0,0,113,0,0,0,0,85.0,0,1,2018-06-30
456,3,0,0,2,0,0,1,86,1,0,0,0,137.7,2,0,2018-07-10
457,2,0,0,3,0,0,0,148,0,0,0,0,71.6,0,0,2017-12-30
458,2,0,2,5,1,0,0,185,1,0,0,0,89.25,0,1,2018-08-13
459,1,0,1,2,0,0,0,154,0,0,0,0,75.0,0,0,2018-04-04
460,2,0,0,2,2,0,0,377,0,0,0,0,115.0,1,0,2018-10-14
461,2,0,1,3,0,0,0,222,1,0,0,0,90.95,1,0,2018-08-29
462,3,0,0,2,0,0,1,110,1,0,0,0,151.2,2,0,2018-10-07
463,2,1,1,1,0,0,0,154,1,0,0,0,114.3,2,1,2018-07-30
464,3,0,0,5,0,0,1,58,1,0,0,0,139.5,2,0,2018-07-10
465,1,0,1,2,0,0,1,32,1,0,0,0,104.96,1,0,2018-09-08
466,3,0,0,4,0,0,1,126,1,0,0,0,138.55,2,0,2018-07-08
467,1,0,1,2,0,0,0,180,0,0,0,0,120.0,1,0,2018-10-14
468,2,0,2,5,0,0,0,187,1,0,0,0,90.95,1,0,2018-07-28
469,2,0,2,4,0,0,0,115,0,0,0,0,76.0,1,0,2018-03-27
470,2,2,1,2,0,0,3,0,1,0,0,0,181.0,2,0,2018-06-05
471,2,0,2,2,1,1,0,156,1,0,0,0,103.5,1,0,2018-08-21
472,1,0,2,3,0,0,1,3,1,0,0,0,106.0,0,0,2018-02-14
473,1,0,2,1,2,0,0,80,0,0,0,0,96.0,0,0,2018-06-26
474,2,0,2,1,0,0,0,110,1,0,0,0,89.25,0,1,2017-10-25
475,2,0,0,3,0,0,0,433,0,0,0,0,70.0,1,1,2018-09-08
476,2,0,3,7,0,0,1,94,1,0,0,0,118.8,0,1,2018-07-23
477,0,2,1,3,0,0,2,56,1,0,0,0,68.0,1,1,2018-03-07
478,2,0,3,5,0,0,0,72,0,0,0,0,71.4,1,0,2017-09-19
479,2,1,0,2,0,0,0,166,1,0,0,0,121.5,0,1,2018-08-05
480,1,0,1,0,0,0,0,0,0,0,0,0,116.0,0,0,2017-10-05
481,2,0,1,3,0,0,0,21,0,0,0,0,65.0,0,0,2017-10-12
482,2,0,0,1,0,0,0,19,0,0,0,0,58.0,1,0,2017-12-22
483,2,0,0,3,0,0,1,28,1,0,0,0,154.0,0,1,2018-09-27
484,2,0,0,1,0,0,0,27,0,0,0,0,120.0,0,0,2018-06-06
485,2,0,2,6,0,0,0,106,0,0,0,0,72.25,1,1,2018-07-08
486,1,0,0,3,0,0,0,151,0,0,0,0,71.0,0,0,2018-01-10
487,2,0,2,5,0,0,0,90,0,0,0,0,95.0,0,0,2018-09-05
488,2,0,2,2,0,0,0,92,0,0,0,0,100.0,0,0,2018-03-26
489,2,0,2,2,0,0,0,179,1,0,0,0,113.4,1,1,2018-10-30
490,2,0,2,2,0,0,0,219,1,0,0,0,102.85,0,1,2018-10-03
491,3,0,1,0,0,0,1,119,1,0,0,0,162.0,1,0,2018-09-19
492,2,1,2,5,0,0,0,111,1,0,0,0,171.26,1,1,2018-07-06
493,3,0,1,2,0,0,1,169,1,0,0,0,137.7,0,1,2018-08-12
494,2,0,0,2,0,0,1,86,1,0,0,0,104.4,0,1,2018-10-26
495,3,0,2,2,0,0,1,226,1,0,0,0,109.65,2,1,2018-09-29
496,2,0,2,1,0,0,0,117,0,0,0,0,94.5,0,0,2017-08-01
497,2,0,1,2,0,0,1,253,1,0,0,0,115.2,0,1,2018-06-19
498,2,0,2,2,0,0,0,86,0,0,0,0,80.75,1,0,2018-04-17
499,2,1,2,5,0,0,0,14,0,0,0,0,98.39,1,0,2018-07-22
500,1,0,0,1,0,0,0,133,1,0,0,0,94.5,0,1,2018-08-20
501,1,0,0,2,0,0,0,256,0,0,0,0,115.0,0,0,2018-06-15
502,1,0,2,3,1,0,0,16,1,0,0,0,155.6,1,1,2018-11-06
503,2,0,0,2,0,0,0,245,0,0,0,0,75.0,0,1,2018-06-16
504,3,0,0,2,0,0,1,24,1,0,0,0,187.0,1,0,2018-07-06
505,2,0,1,2,0,0,0,56,0,0,0,0,65.0,0,0,2018-03-25
506,2,0,2,0,0,0,0,286,1,0,0,0,90.0,1,0,2018-10-16
507,2,0,0,4,0,0,0,5,0,0,0,0,110.8,0,0,2018-05-18
508,1,0,0,3,0,0,0,15,0,0,0,0,87.0,0,0,2018-02-26
509,2,0,2,1,0,0,0,148,1,0,0,0,96.3,0,0,2018-07-20
510,2,0,0,3,0,0,1,95,1,0,0,0,132.3,1,1,2018-10-20
511,3,0,1,3,0,0,1,205,1,0,0,0,112.5,0,1,2018-10-08
512,2,0,0,4,1,0,0,179,1,0,0,0,120.0,2,1,2018-10-06
513,2,0,0,1,0,0,0,164,1,0,0,0,96.3,0,1,2018-08-27
514,2,0,0,2,1,0,0,74,0,0,0,0,72.25,1,0,2018-08-29
515,2,2,1,3,0,0,2,8,1,0,0,0,83.5,1,0,2017-10-31
516,3,0,0,1,0,0,1,41,1,0,0,0,150.3,2,0,2018-06-09
517,2,0,0,1,0,0,3,0,1,0,0,0,201.16,2,0,2018-09-18
518,3,0,0,3,0,0,1,32,1,0,0,0,176.4,3,0,2018-10-06
519,3,0,2,0,0,0,1,14,1,0,0,0,159.0,0,1,2018-05-08
520,2,0,0,3,0,0,0,37,0,0,0,0,95.0,0,0,2018-10-13
521,2,0,0,2,0,0,1,94,1,0,0,0,168.3,0,1,2018-09-14
522,2,0,0,2,0,0,1,111,1,0,0,0,117.11,0,0,2018-06-02
523,1,0,1,2,0,0,0,80,1,0,0,0,81.9,1,0,2018-04-01
524,2,0,1,2,0,0,0,1,0,0,0,0,110.0,0,0,2018-06-17
525,2,0,2,1,0,0,0,34,0,0,0,0,540.0,0,1,2018-03-12
526,2,0,1,2,0,0,0,118,0,0,0,0,99.28,0,0,2018-05-06
527,2,0,0,0,0,0,0,75,1,0,0,0,0.0,3,0,2018-11-17
528,1,0,0,3,0,0,0,15,0,0,0,0,65.0,0,0,2017-10-18
529,2,0,0,3,0,0,0,36,0,0,0,0,85.0,0,0,2018-09-25
530,2,0,1,2,1,0,0,149,1,0,0,0,85.5,2,0,2018-07-25
531,2,2,0,3,0,0,3,20,1,0,0,0,231.0,1,0,2018-07-06
532,2,1,2,2,0,0,0,57,1,0,0,0,125.1,2,0,2018-09-09
533,2,0,0,2,0,0,1,31,0,0,0,0,75.0,0,0,2017-10-16
534,1,0,0,2,2,0,0,36,0,0,0,0,91.0,0,0,2017-10-16
535,2,0,0,3,0,0,0,188,1,0,0,0,116.1,0,1,2018-09-15
536,2,0,0,1,0,0,0,119,1,0,0,0,119.85,0,0,2018-06-09
537,2,0,0,3,1,0,0,308,1,0,0,0,71.91,0,0,2018-12-29
538,2,0,2,3,0,0,1,16,0,0,0,0,107.0,1,0,2018-06-26
539,1,0,0,1,0,0,0,81,1,0,0,0,90.9,1,0,2018-06-23
540,1,0,0,1,0,0,1,6,1,0,0,0,180.0,1,0,2018-09-12
541,2,2,2,3,0,0,3,7,1,0,0,0,237.0,0,1,2018-06-09
542,3,0,1,4,0,0,1,98,1,0,0,0,111.69,1,0,2018-12-26
543,2,0,1,3,0,0,1,71,1,0,0,0,132.6,0,1,2018-05-01
544,2,0,3,6,0,0,1,147,1,0,0,0,126.9,0,1,2018-09-10
545,2,0,1,4,2,0,0,15,1,0,0,0,116.75,1,0,2018-09-09
546,1,0,0,4,0,0,0,5,0,0,0,0,55.74,0,0,2018-02-05
547,3,0,0,1,0,0,1,27,1,0,0,0,169.0,0,0,2018-03-25
548,2,0,0,2,0,0,1,67,1,0,0,0,168.3,0,0,2018-09-11
549,1,0,0,2,1,0,0,164,1,0,0,0,116.1,1,0,2018-09-02
550,2,0,0,3,0,0,0,160,0,0,0,0,90.0,1,1,2018-07-14
551,2,0,0,3,0,1,1,65,1,0,0,0,123.3,2,0,2018-07-27
552,1,0,1,0,0,0,0,12,0,0,0,0,103.0,0,0,2018-03-10
553,1,0,0,5,0,0,0,9,1,0,0,0,54.74,0,0,2018-03-11
554,2,0,0,2,0,0,0,71,0,0,0,0,75.0,0,0,2018-11-25
555,2,0,3,5,2,0,1,103,1,0,0,0,213.3,0,1,2018-05-31
556,2,0,1,1,1,0,0,97,0,0,0,0,85.5,0,0,2018-05-16
557,1,0,1,1,0,0,0,40,1,0,0,0,76.92,0,1,2018-06-21
558,1,0,0,2,0,0,1,155,1,0,0,0,118.8,1,0,2018-10-18
559,2,0,2,1,2,0,0,220,0,0,0,0,156.0,1,1,2018-09-17
560,2,0,2,3,1,0,0,138,1,0,0,0,79.5,0,1,2018-04-22
561,1,0,0,3,0,0,0,5,0,0,0,0,98.32,0,0,2018-05-16
562,2,0,0,2,0,0,1,88,1,0,0,0,132.3,0,1,2018-10-13
563,2,0,0,2,0,0,0,170,1,0,0,0,105.3,2,0,2018-08-27
564,2,0,2,5,0,0,0,125,1,0,0,0,99.45,1,0,2018-07-09
565,3,0,0,3,0,0,0,104,0,0,0,0,92.65,1,0,2018-12-04
566,2,0,0,4,0,0,0,175,1,0,0,0,112.63,0,0,2018-08-31
567,2,0,1,1,0,0,0,156,1,0,0,0,105.3,0,1,2018-08-23
568,2,0,0,3,1,0,0,130,1,0,0,0,116.1,0,1,2018-06-02
569,2,0,2,2,0,0,1,25,1,0,0,0,96.9,4,0,2018-11-25
570,2,0,0,2,0,1,0,31,1,0,0,0,161.1,1,0,2018-07-30
571,2,0,0,1,0,0,0,120,1,0,0,0,121.5,0,1,2018-07-27
572,3,0,0,2,0,0,1,156,1,0,0,0,131.7,0,1,2018-07-28
573,2,0,2,3,0,0,0,132,0,0,0,0,72.25,0,0,2018-07-10
574,2,0,0,1,0,0,0,56,0,0,0,0,120.0,0,0,2018-06-22
575,2,0,0,3,0,0,0,244,1,0,0,0,81.5,2,0,2018-09-29
576,2,0,2,3,0,0,0,107,0,0,0,0,103.57,0,0,2018-04-28
577,2,0,2,2,0,0,0,82,0,0,0,0,80.75,0,0,2018-04-17
578,2,0,1,3,0,0,0,48,0,0,0,0,85.5,0,0,2018-05-24
579,2,0,2,4,0,0,1,129,1,0,0,0,114.3,0,1,2018-08-06
580,2,0,1,0,0,0,0,216,1,0,0,0,96.3,0,1,2018-08-13
581,2,0,1,3,0,0,0,215,1,0,0,0,106.25,2,0,2018-05-29
582,2,0,1,2,0,0,0,101,1,0,0,0,90.0,0,1,2018-04-04
583,1,0,1,3,0,0,1,46,1,0,0,0,106.2,2,0,2018-11-03
584,1,0,0,3,0,0,0,71,0,0,0,0,95.0,0,0,2018-06-24
585,2,0,2,2,0,0,0,115,1,0,0,0,86.0,0,1,2018-02-27
586,2,0,0,1,0,1,0,37,0,0,0,0,85.5,0,0,2018-10-25
587,2,0,2,2,0,0,0,136,0,0,0,0,72.25,0,1,2018-07-03
588,2,0,2,5,0,0,0,123,1,0,0,0,99.45,1,0,2018-04-27
589,2,0,2,2,0,0,0,127,1,0,0,0,105.3,0,1,2018-05-22
590,2,0,2,1,0,0,0,1,0,0,0,0,108.0,0,0,2017-08-10
591,2,0,2,3,0,0,0,194,1,0,0,0,101.4,1,1,2018-09-12
592,2,0,1,2,0,0,0,133,0,0,0,0,84.33,1,0,2018-03-30
593,2,0,0,3,0,0,0,107,1,0,0,0,118.8,2,0,2018-10-12
594,2,0,2,5,0,0,1,142,1,0,0,0,116.62,2,0,2018-06-03
595,2,0,2,2,0,1,0,76,1,0,0,0,98.25,1,0,2017-10-13
596,2,0,0,2,0,0,0,177,1,0,0,0,100.0,0,1,2018-06-22
597,2,0,1,3,1,0,0,158,1,0,0,0,103.5,0,1,2018-07-16
598,2,0,2,1,0,0,0,96,1,0,0,0,76.5,1,1,2017-07-11
599,2,0,0,2,1,0,0,103,1,0,0,0,94.5,0,1,2018-07-18
600,1,0,5,10,0,0,1,5,3,0,0,0,110.0,0,0,2018-10-28
601,2,0,0,2,0,0,1,4,0,0,0,0,107.0,0,0,2018-09-26
602,1,0,0,1,0,0,0,47,2,0,0,0,67.0,0,0,2017-11-11
603,2,0,0,3,0,0,0,190,1,0,0,0,106.9,0,1,2018-09-29
604,2,0,1,2,0,0,0,161,0,0,0,0,95.88,0,0,2018-09-30
605,2,0,0,2,0,0,0,240,1,0,0,0,106.2,0,1,2018-06-09
606,2,0,2,2,0,0,1,87,0,0,0,0,90.95,0,0,2018-09-06
607,1,0,1,3,0,0,0,285,0,0,0,0,90.0,0,0,2018-10-03
608,2,0,0,2,1,0,0,98,1,0,0,0,79.2,0,0,2018-12-02
609,2,0,0,2,0,0,0,133,1,0,0,0,84.33,0,0,2018-03-11
610,2,0,2,1,0,0,0,106,1,0,0,0,120.3,0,1,2018-07-17
611,2,1,1,3,0,0,0,155,1,0,0,0,130.5,0,1,2018-08-16
612,3,0,2,3,0,0,1,48,1,0,0,0,168.3,2,0,2018-07-26
613,2,2,1,0,0,0,3,6,1,0,0,0,177.0,1,0,2018-05-09
614,2,0,0,2,0,0,0,291,0,0,0,0,115.0,0,1,2018-08-19
615,2,0,0,1,0,0,1,44,0,0,0,0,96.3,2,0,2018-06-18
616,2,1,1,2,0,0,0,110,0,0,0,0,113.5,1,0,2017-09-09
617,1,0,1,2,2,0,0,80,1,0,0,0,0.0,0,0,2018-09-26
618,2,0,0,3,2,0,1,90,0,0,0,0,112.88,0,0,2018-09-27
619,2,2,0,4,0,0,3,69,1,0,0,0,180.3,2,0,2018-07-19
620,2,0,2,1,0,0,0,44,0,0,0,0,75.0,0,0,2017-10-23
621,2,0,1,3,0,0,0,322,0,0,0,0,75.0,0,1,2018-05-19
622,1,0,2,2,0,0,1,62,1,0,0,0,140.63,1,0,2018-11-03
623,1,0,1,1,0,0,0,268,1,0,0,0,95.4,0,0,2018-10-01
624,2,0,2,2,0,0,0,172,0,0,0,0,80.75,0,0,2018-10-23
625,2,0,2,5,1,0,0,258,1,0,0,0,90.1,1,0,2018-10-02
626,3,0,0,3,0,0,1,158,1,0,0,0,143.7,1,1,2018-08-08
627,2,0,1,4,0,0,0,213,0,0,0,0,130.0,0,0,2018-06-07
628,1,0,0,2,0,0,0,346,0,0,0,0,90.0,0,0,2018-09-13
629,2,0,0,1,1,0,0,133,1,0,0,0,94.5,0,1,2018-08-20
630,0,2,2,2,0,1,2,108,1,0,0,0,127.38,3,0,2018-09-24
631,2,0,2,1,0,0,0,53,0,0,0,0,85.5,1,0,2018-09-19
632,2,0,1,2,1,0,0,191,1,0,0,0,94.5,0,1,2018-08-12
633,2,0,2,1,0,0,1,202,1,0,0,0,109.8,0,1,2018-08-22
634,2,1,0,2,0,0,0,136,1,0,0,0,121.5,0,1,2018-05-21
635,2,0,0,1,0,0,1,47,1,0,0,0,168.3,2,0,2018-08-24
636,2,1,1,1,0,0,3,12,1,0,0,0,200.0,2,0,2018-08-17
637,2,1,2,3,0,0,0,56,1,0,0,0,123.84,1,0,2018-10-25
638,2,0,1,2,0,0,1,22,1,0,0,0,154.0,0,1,2018-09-16
639,2,0,1,4,0,1,0,191,1,0,0,0,101.75,0,1,2018-07-25
640,3,0,2,2,0,0,1,27,1,0,0,0,137.6,2,0,2018-05-14
641,2,0,2,2,0,0,0,229,1,0,0,0,89.25,0,1,2018-10-22
642,2,0,0,2,0,0,1,96,1,0,0,0,120.8,0,0,2018-12-28
643,2,0,0,3,0,0,1,12,1,0,0,0,177.0,1,0,2018-05-27
644,2,0,0,3,0,0,0,204,0,0,0,0,100.0,0,0,2017-10-03
645,1,0,1,2,0,0,1,64,1,0,0,0,140.4,0,1,2018-05-27
646,2,0,2,3,2,0,1,80,0,0,0,0,136.0,0,0,2017-10-09
647,1,0,0,1,0,1,0,12,2,1,0,1,98.0,0,0,2018-10-19
648,2,0,2,5,0,0,1,190,0,0,0,0,112.01,0,1,2018-09-09
649,1,0,1,2,0,0,0,0,2,0,0,0,95.0,0,1,2017-10-12
650,2,1,0,2,2,0,0,29,1,0,0,0,130.0,0,1,2018-12-14
651,1,0,1,2,0,0,0,180,0,0,0,0,120.0,0,1,2018-10-14
652,1,0,0,3,0,0,0,338,1,0,0,0,80.0,2,0,2018-10-07
653,2,0,0,2,0,0,0,70,0,0,0,0,52.0,0,0,2018-12-05
654,2,0,1,0,0,0,0,280,0,0,0,0,110.0,0,1,2018-09-19
655,2,0,0,3,2,0,0,36,0,0,0,0,115.0,1,0,2018-10-21
656,3,0,2,1,0,0,0,130,1,0,0,0,115.85,2,0,2018-05-23
657,2,0,0,3,0,0,1,79,0,0,0,0,136.0,0,0,2017-10-13
658,2,0,0,3,0,0,0,159,1,0,0,0,114.3,0,1,2018-08-09
659,2,0,0,4,0,0,0,97,0,0,0,0,80.75,0,0,2018-05-19
660,2,0,0,2,0,0,1,78,1,0,0,0,149.4,3,0,2018-09-27
661,2,0,1,3,0,0,0,85,0,0,0,0,75.0,0,0,2018-12-01
662,2,1,1,1,0,0,0,38,1,0,0,0,126.0,2,0,2018-05-21
663,2,0,0,3,0,0,0,29,0,0,0,0,105.0,0,0,2018-09-17
664,2,0,2,5,0,0,0,275,1,0,0,0,90.0,0,1,2018-10-05
665,2,0,2,3,0,0,0,192,0,0,0,0,65.0,0,0,2017-09-25
666,2,0,0,3,0,0,0,136,1,0,0,0,88.01,1,0,2018-08-11
667,2,0,0,3,1,0,0,103,1,0,0,0,116.1,0,1,2018-05-13
668,2,0,2,1,0,0,0,277,1,0,0,0,60.29,4,0,2018-11-13
669,2,0,0,3,0,0,0,141,1,0,0,0,99.3,0,0,2018-04-22
670,1,0,0,2,2,0,0,221,0,0,0,0,73.0,0,1,2018-08-12
671,2,0,2,1,0,0,2,127,1,0,0,0,94.7,0,1,2018-05-14
672,2,0,1,1,1,0,0,122,1,0,0,0,85.5,1,0,2018-06-27
